neuron_idx,z_score,raw_mean,raw_std
0,0.113752,0.021735,0.010835
1,17.9038,2.907983,0.423717
2,-0.330192,-0.05029,0.009582
3,-0.049216,-0.004705,0.010756
4,-0.007802,0.002014,0.008545
5,-0.231405,-0.034263,0.01096
6,0.008009,0.004579,0.008967
7,-0.054363,-0.00554,0.00879
8,0.110391,0.02119,0.01353
9,0.258179,0.045167,0.014142
10,-0.144708,-0.020197,0.010085
11,-0.278244,-0.041862,0.015946
12,0.00645,0.004326,0.006264
13,0.312147,0.053923,0.017201
14,0.413892,0.07043,0.01016
15,-0.054952,-0.005636,0.010347
16,0.066746,0.014109,0.016745
17,-0.116609,-0.015639,0.013321
18,-0.049501,-0.004751,0.005755
19,-0.432898,-0.066953,0.036669
20,-0.065765,-0.00739,0.015008
21,0.068678,0.014422,0.010197
22,-0.024404,-0.000679,0.008887
23,0.074636,0.015389,0.011455
24,-0.091142,-0.011507,0.010088
25,-0.054225,-0.005517,0.016312
26,-0.005769,0.002344,0.01138
27,-0.494497,-0.076947,0.014696
28,0.221048,0.039143,0.022206
29,0.063291,0.013548,0.009061
30,-0.062714,-0.006895,0.012519
31,0.108749,0.020923,0.012674
32,-0.021489,-0.000207,0.010597
33,-0.045746,-0.004142,0.009793
34,-0.606183,-0.095067,0.021182
35,-0.01487,0.000867,0.014972
36,0.216103,0.03834,0.018095
37,0.508856,0.085836,0.013783
38,-0.562,-0.087899,0.016809
39,-0.072538,-0.008489,0.009439
40,0.048428,0.011137,0.011325
41,-0.131196,-0.018005,0.012176
42,0.156864,0.028729,0.015082
43,0.080248,0.016299,0.011367
44,-0.132781,-0.018262,0.012946
45,0.076725,0.015728,0.014239
46,-0.079938,-0.009689,0.008689
47,-0.062542,-0.006867,0.016227
48,-0.089442,-0.011231,0.00991
49,-0.078841,-0.009511,0.008588
50,-0.043574,-0.00379,0.007276
51,-0.170027,-0.024305,0.011421
52,-0.182519,-0.026332,0.014691
53,0.252795,0.044293,0.017043
54,-0.147692,-0.020682,0.013183
55,0.276547,0.048147,0.010245
56,-0.243523,-0.036229,0.013558
57,-0.926132,-0.146975,0.012146
58,-0.024897,-0.000759,0.00952
59,-0.302878,-0.045859,0.014338
