neuron_idx,z_score,raw_mean,raw_std
0,0.136086,0.011709,0.04996
1,0.988461,0.081771,0.106156
2,0.131073,0.011297,0.021921
3,0.008296,0.001205,0.021141
4,-0.144618,-0.011364,0.020505
5,-0.011488,-0.000421,0.017429
6,0.116439,0.010094,0.022275
7,0.142851,0.012265,0.025072
8,0.489534,0.040761,0.032745
9,0.169511,0.014457,0.086224
10,0.224667,0.01899,0.019828
11,-0.309502,-0.024916,0.025146
12,-0.188329,-0.014956,0.017811
13,-0.274559,-0.022044,0.020448
14,-0.280138,-0.022503,0.054042
15,-0.285232,-0.022921,0.020419
16,1.331798,0.109992,0.156396
17,0.270513,0.022758,0.020523
18,0.28113,0.023631,0.030474
19,-0.928576,-0.075801,0.037818
20,-0.138143,-0.010831,0.064648
21,-0.263329,-0.021121,0.059274
22,1.265931,0.104578,0.071005
23,0.02173,0.00231,0.019138
24,-0.129331,-0.010107,0.018667
25,-0.106072,-0.008195,0.024086
26,-0.080897,-0.006126,0.017887
27,0.372273,0.031123,0.019276
28,0.401019,0.033486,0.032907
29,-0.059364,-0.004356,0.025301
30,-2.105564,-0.172545,0.068658
31,0.486343,0.040499,0.01727
32,-0.254398,-0.020387,0.036417
33,1.273083,0.105165,0.065684
34,-0.04085,-0.002834,0.015921
35,0.241949,0.020411,0.023695
36,0.354487,0.029661,0.022691
37,0.399285,0.033343,0.056506
38,-1.08507,-0.088665,0.057253
39,-0.259766,-0.020828,0.018289
40,-0.054645,-0.003968,0.022868
41,-0.004974,0.000115,0.022253
42,0.12568,0.010854,0.019297
43,-0.365944,-0.029556,0.027165
44,0.770213,0.063832,0.071971
45,-0.534225,-0.043388,0.020275
46,1.196269,0.098852,0.02353
47,-0.280733,-0.022552,0.030257
48,0.076617,0.006821,0.01778
49,-0.31404,-0.025289,0.025106
50,0.773339,0.064089,0.070927
51,0.226478,0.019139,0.011437
52,0.883975,0.073182,0.059999
53,-0.547205,-0.044454,0.028035
54,0.199501,0.016922,0.024297
55,-0.48481,-0.039326,0.022093
56,-0.906427,-0.073981,0.034645
57,0.574013,0.047705,0.022806
58,-1.085849,-0.088729,0.061657
59,0.003382,0.000801,0.019243
60,-0.279868,-0.02248,0.064221
61,-0.268961,-0.021584,0.018108
62,-0.203612,-0.016213,0.02347
63,-0.553964,-0.04501,0.104105
64,0.028963,0.002904,0.022766
65,0.658208,0.054625,0.0195
66,-0.678992,-0.055287,0.016491
67,-0.766872,-0.06251,0.032779
68,-0.293967,-0.023639,0.022849
69,-0.154211,-0.012152,0.017366
70,0.15107,0.012941,0.015202
