neuron_idx,z_score,raw_mean,raw_std
0,-0.473722,-0.020568,0.007467
1,0.125844,0.005366,0.003673
2,0.175545,0.007515,0.005602
3,0.025655,0.001032,0.011364
4,0.38028,0.016371,0.00651
5,-0.846899,-0.036709,0.00724
6,0.008946,0.000309,0.003167
7,0.02886,0.001171,0.002958
8,0.046787,0.001946,0.003332
9,0.054292,0.002271,0.005485
10,-0.023393,-0.001089,0.003991
11,0.132985,0.005675,0.005358
12,0.208445,0.008938,0.005805
13,0.15543,0.006645,0.004303
14,0.019394,0.000761,0.00379
15,-0.031436,-0.001437,0.00567
16,0.049074,0.002045,0.004255
17,0.093316,0.003959,0.005009
18,0.176146,0.007541,0.004279
19,-0.082428,-0.003643,0.004155
20,-0.014528,-0.000706,0.004713
21,0.554238,0.023895,0.008169
22,0.213506,0.009157,0.005969
23,-5.565773,-0.240816,0.114654
24,0.039965,0.001651,0.003637
25,-0.040996,-0.001851,0.004739
26,-0.068282,-0.003031,0.003212
27,-0.268425,-0.011688,0.007017
28,0.375206,0.016151,0.006887
29,0.040829,0.001688,0.005348
30,-0.269698,-0.011743,0.00636
31,-0.28045,-0.012208,0.015264
32,-0.343066,-0.014916,0.010192
33,-0.017495,-0.000834,0.006618
34,-0.084792,-0.003745,0.005236
35,2.336426,0.100981,0.032072
36,-1.445453,-0.062598,0.01312
37,0.339897,0.014624,0.008141
38,0.463393,0.019966,0.00762
39,0.061732,0.002593,0.00533
40,-0.78307,-0.033948,0.007763
41,0.058686,0.002461,0.005109
42,-0.058691,-0.002616,0.003442
43,-0.221274,-0.009648,0.004809
44,0.011232,0.000408,0.003182
45,-0.050772,-0.002274,0.003487
46,0.047741,0.001987,0.005054
47,-0.014354,-0.000698,0.00437
48,0.083938,0.003553,0.006784
49,-0.127515,-0.005593,0.004441
50,0.194528,0.008336,0.005269
51,0.113283,0.004822,0.009644
52,0.150872,0.006448,0.005141
53,-0.113831,-0.005001,0.007161
54,0.614549,0.026504,0.010856
55,0.028112,0.001138,0.00296
56,0.337484,0.01452,0.007497
57,-0.42804,-0.018592,0.007983
58,-0.285027,-0.012406,0.007098
59,0.072775,0.00307,0.005643
60,0.011446,0.000418,0.005197
61,0.019064,0.000747,0.005665
62,0.062846,0.002641,0.003465
63,-0.085107,-0.003759,0.007587
64,0.013336,0.000499,0.004943
65,-0.045514,-0.002046,0.004158
66,-0.251182,-0.010942,0.005187
67,0.094276,0.004,0.004827
68,0.149318,0.006381,0.005136
69,-0.012278,-0.000609,0.008095
70,0.215369,0.009238,0.0049
71,0.071763,0.003026,0.0055
72,0.202748,0.008692,0.008966
73,-0.011756,-0.000586,0.003831
74,0.345141,0.014851,0.005229
75,0.213502,0.009157,0.005326
76,-0.164202,-0.00718,0.005753
77,0.040393,0.00167,0.003145
78,0.129399,0.005519,0.005442
79,0.136469,0.005825,0.009057
80,-0.017186,-0.000821,0.004717
81,0.078875,0.003334,0.007675
82,-0.171202,-0.007483,0.007523
83,0.232379,0.009974,0.005464
84,0.030778,0.001254,0.004698
85,0.417446,0.017978,0.005905
86,0.221864,0.009519,0.006762
87,-0.167894,-0.00734,0.00502
88,-0.026903,-0.001241,0.006666
89,0.151221,0.006463,0.006639
90,1.533155,0.066237,0.028546
91,0.386825,0.016654,0.006768
92,-0.224876,-0.009804,0.005256
93,-0.27871,-0.012133,0.006853
94,-0.568255,-0.024657,0.006754
95,-0.32611,-0.014183,0.005859
96,-0.211221,-0.009214,0.014684
97,0.102963,0.004376,0.003903
98,-0.150372,-0.006582,0.010137
99,0.185197,0.007933,0.006125
100,0.350954,0.015102,0.008433
101,-0.504042,-0.021879,0.005871
102,-0.149382,-0.006539,0.004305
103,-0.204085,-0.008905,0.006955
104,0.071721,0.003025,0.006993
105,-0.430953,-0.018718,0.007613
106,0.178473,0.007642,0.006218
107,0.321098,0.013811,0.008264
108,0.059868,0.002512,0.009806
109,0.055961,0.002343,0.00867
110,-0.161387,-0.007058,0.004923
111,-0.349402,-0.01519,0.00768
112,0.474848,0.020461,0.007709
113,-0.249693,-0.010878,0.007557
114,-0.168744,-0.007376,0.005343
115,0.000297,-6.5e-05,0.007938
116,-0.211816,-0.009239,0.00701
117,-0.065977,-0.002931,0.003869
118,-0.009997,-0.00051,0.004694
119,-0.277753,-0.012091,0.010128
120,-0.101562,-0.00447,0.003893
121,-0.400213,-0.017388,0.011365
122,-0.115435,-0.00507,0.006557
123,-0.053481,-0.002391,0.004097
124,-0.770725,-0.033414,0.022778
125,-2.144747,-0.092845,0.012727
126,-0.024301,-0.001129,0.00414
127,0.003151,5.9e-05,0.005793
128,-0.100801,-0.004438,0.007024
129,-0.091584,-0.004039,0.004156
130,-0.862558,-0.037386,0.007419
131,-0.032596,-0.001487,0.004164
132,-0.269662,-0.011741,0.005816
133,-0.108739,-0.004781,0.006007
134,0.11859,0.005052,0.005036
135,0.060108,0.002522,0.003948
136,0.102405,0.004352,0.00378
137,-0.128521,-0.005637,0.004582
138,0.082188,0.003477,0.003528
139,-0.078972,-0.003493,0.003632
140,0.103344,0.004392,0.007034
141,0.066677,0.002806,0.006356
142,0.079795,0.003374,0.015187
143,0.073607,0.003106,0.00764
144,-0.008452,-0.000443,0.004633
145,-0.983026,-0.042597,0.017792
146,-0.013186,-0.000648,0.003971
147,0.128021,0.00546,0.005175
148,-0.067821,-0.003011,0.008591
149,-1.067167,-0.046236,0.008194
150,-0.10848,-0.00477,0.00368
151,0.177206,0.007587,0.005037
152,0.312825,0.013453,0.008718
153,-0.100666,-0.004432,0.006182
154,-0.095705,-0.004217,0.007975
155,0.232347,0.009972,0.007903
156,-0.116936,-0.005135,0.007791
157,-0.532707,-0.023119,0.007291
158,-0.009039,-0.000469,0.00447
159,-0.09375,-0.004133,0.004331
160,-0.017163,-0.00082,0.003401
161,0.02993,0.001217,0.006186
162,0.258603,0.011108,0.0055
163,-0.497753,-0.021607,0.00956
164,-0.039664,-0.001793,0.004447
165,0.288699,0.01241,0.006816
166,0.287786,0.01237,0.006206
