neuron_idx,z_score,raw_mean,raw_std
0,0.096125,0.006533,0.024346
1,0.153375,0.010174,0.016275
2,-0.389343,-0.024345,0.020366
3,-0.047122,-0.002579,0.043469
4,0.119391,0.008012,0.013369
5,0.249932,0.016315,0.011174
6,-0.23997,-0.014845,0.018914
7,0.340574,0.022081,0.017781
8,2.925829,0.186515,0.139225
9,-0.022082,-0.000986,0.017299
10,0.225231,0.014744,0.03907
11,-0.083685,-0.004904,0.017406
12,0.184079,0.012127,0.020825
13,-0.570734,-0.035883,0.060831
14,1.196865,0.076545,0.090362
15,0.272422,0.017746,0.015781
16,1.99073,0.127038,0.025572
17,1.218064,0.077893,0.046414
18,-0.097564,-0.005787,0.016654
19,0.592234,0.038087,0.017112
20,-0.813647,-0.051333,0.026117
21,-0.635967,-0.040032,0.018667
22,0.222879,0.014595,0.013968
23,-0.34912,-0.021787,0.022636
24,0.420782,0.027182,0.035886
25,-0.321129,-0.020007,0.015671
26,0.623778,0.040094,0.011968
27,0.443796,0.028646,0.057659
28,0.438677,0.02832,0.023583
29,0.064361,0.004512,0.024324
30,0.097245,0.006604,0.029574
31,0.490842,0.031638,0.047098
32,-0.662517,-0.041721,0.039404
33,0.42818,0.027653,0.016046
34,-0.085321,-0.005008,0.016527
35,-0.450809,-0.028255,0.054878
36,0.131816,0.008803,0.063493
37,0.496305,0.031986,0.024471
38,-0.272402,-0.016907,0.033327
39,0.183535,0.012092,0.014675
40,0.136359,0.009092,0.024304
41,-1.611858,-0.102103,0.02941
42,0.612314,0.039365,0.030426
43,0.099516,0.006748,0.01855
44,0.726915,0.046654,0.031341
45,-0.070503,-0.004066,0.024868
46,-0.317161,-0.019754,0.017553
47,-0.14364,-0.008718,0.036366
48,0.096509,0.006557,0.016401
49,0.199488,0.013107,0.035203
50,-1.067523,-0.067481,0.063895
51,-0.520936,-0.032715,0.07369
52,-0.210739,-0.012985,0.020963
53,0.163095,0.010792,0.03706
54,1.127239,0.072116,0.026117
55,0.048686,0.003515,0.024054
56,0.109414,0.007378,0.026366
57,2.572295,0.164029,0.081435
58,-0.60592,-0.038121,0.032159
59,0.084155,0.005771,0.011997
60,0.299882,0.019493,0.015057
61,-12.365733,-0.7861,0.287755
62,0.065706,0.004598,0.017512
63,-1.263711,-0.079959,0.044533
