neuron_idx,z_score,raw_mean,raw_std
0,0.324493,0.012391,0.022087
1,0.524926,0.020048,0.016113
2,-0.219149,-0.008375,0.008537
3,0.281221,0.010738,0.009944
4,0.638474,0.024385,0.023275
5,0.272825,0.010418,0.006897
6,-0.145002,-0.005543,0.00719
7,0.007589,0.000286,0.010957
8,0.010523,0.000398,0.013163
9,-0.597969,-0.022845,0.02102
10,-0.091304,-0.003492,0.022866
11,-0.792366,-0.030271,0.019686
12,-0.13726,-0.005247,0.011179
13,0.245176,0.009362,0.013661
14,0.457493,0.017472,0.017695
15,0.870405,0.033244,0.0253
16,-0.477005,-0.018225,0.04325
17,0.309634,0.011824,0.018359
18,-0.122273,-0.004675,0.009127
19,0.843102,0.032201,0.013007
20,0.103199,0.003938,0.012961
21,-2.554553,-0.097584,0.016772
22,-0.331072,-0.01265,0.004584
23,-0.133049,-0.005086,0.009916
24,0.031457,0.001198,0.008111
25,-0.162042,-0.006194,0.009913
26,-0.012679,-0.000488,0.005133
27,-1.025106,-0.039161,0.026474
28,0.222925,0.008512,0.014768
29,-0.154368,-0.0059,0.010419
30,0.826046,0.03155,0.031703
31,0.035738,0.001361,0.007156
32,-0.152605,-0.005833,0.010087
33,-0.029456,-0.001129,0.016312
34,-0.826355,-0.031569,0.023228
35,-0.161504,-0.006173,0.025126
36,-1.86453,-0.071226,0.013664
37,-0.121665,-0.004651,0.011154
38,-1.111406,-0.042458,0.039146
39,1.678874,0.064127,0.056261
40,-0.105715,-0.004042,0.015519
41,0.191052,0.007294,0.012588
42,-0.202361,-0.007734,0.026517
43,-0.274083,-0.010473,0.008609
44,0.047184,0.001799,0.006592
45,-1.143548,-0.043686,0.026265
46,1.489564,0.056895,0.058888
47,0.671803,0.025658,0.04596
48,-1.091294,-0.04169,0.023985
49,-0.03399,-0.001302,0.032505
50,0.036994,0.001409,0.009691
51,-0.006668,-0.000259,0.0102
52,0.399383,0.015252,0.013367
53,-0.012531,-0.000483,0.010542
54,0.822287,0.031406,0.038144
55,0.085644,0.003268,0.019185
56,1.392021,0.053169,0.045119
57,0.590839,0.022565,0.031186
58,0.206879,0.007899,0.006354
59,0.031045,0.001182,0.015117
60,-0.17453,-0.006671,0.011752
61,0.697278,0.026631,0.017525
62,0.8369,0.031965,0.012576
63,-0.218094,-0.008335,0.018335
64,-0.161777,-0.006183,0.014826
65,1.019867,0.038954,0.015802
66,0.569109,0.021735,0.018094
67,-0.098859,-0.00378,0.012659
68,-0.733207,-0.028011,0.011354
69,-0.672674,-0.025699,0.019421
70,-0.228141,-0.008719,0.009306
71,-0.04395,-0.001683,0.023217
72,-0.025621,-0.000983,0.010864
73,-1.062694,-0.040597,0.013319
74,0.290502,0.011093,0.011739
75,-0.113212,-0.004328,0.008976
76,0.035343,0.001346,0.016669
77,0.428368,0.016359,0.023582
78,-0.698409,-0.026682,0.042249
79,-0.336643,-0.012863,0.019761
80,0.513679,0.019618,0.0176
81,0.127321,0.00486,0.018272
82,0.574892,0.021956,0.027974
83,-0.175023,-0.006689,0.006434
84,-0.389611,-0.014886,0.014731
85,2.072852,0.079176,0.052719
86,-0.315354,-0.01205,0.011715
87,0.741744,0.02833,0.013304
88,1.575708,0.060186,0.025515
89,0.431019,0.01646,0.015015
90,-0.367862,-0.014056,0.029139
91,0.434934,0.01661,0.047632
