neuron_idx,z_score,raw_mean,raw_std
0,-0.002957,-0.00221,0.003187
1,-0.011822,-0.002921,0.003421
2,0.011029,-0.001088,0.003467
3,0.090973,0.005324,0.006052
4,0.05604,0.002522,0.003068
5,0.884896,0.069003,0.012256
6,-0.005371,-0.002403,0.004089
7,0.064113,0.00317,0.005296
8,-0.107882,-0.010625,0.006309
9,-0.079702,-0.008365,0.006732
10,-0.010987,-0.002854,0.00558
11,0.076086,0.00413,0.005192
12,-0.206587,-0.018542,0.007766
13,0.049563,0.002003,0.003744
14,0.019065,-0.000443,0.005403
15,0.026911,0.000186,0.003053
16,-0.168716,-0.015505,0.01409
17,0.058972,0.002758,0.00748
18,0.047552,0.001842,0.003678
19,0.031461,0.000551,0.003686
20,0.054551,0.002403,0.003628
21,0.101308,0.006153,0.007983
22,0.0414,0.001348,0.003191
23,-0.00773,-0.002592,0.003905
24,0.098895,0.00596,0.003729
25,0.039901,0.001228,0.00384
26,0.006438,-0.001456,0.003216
27,-0.081751,-0.00853,0.005676
28,0.038445,0.001111,0.003747
29,0.003688,-0.001677,0.003243
30,0.025704,8.9e-05,0.002766
31,0.036955,0.000992,0.003913
32,0.032199,0.00061,0.002657
33,0.032384,0.000625,0.00243
34,0.038241,0.001095,0.003466
35,0.11199,0.00701,0.006316
36,-0.038578,-0.005067,0.00437
37,0.000682,-0.001918,0.003171
38,0.057359,0.002628,0.004225
39,0.039027,0.001158,0.002979
40,0.067003,0.003402,0.004613
41,-0.021768,-0.003718,0.011187
42,0.038159,0.001088,0.00371
43,0.17789,0.012296,0.00812
44,0.088148,0.005098,0.005568
45,-0.148135,-0.013854,0.013073
46,0.021235,-0.000269,0.003193
47,-0.015959,-0.003253,0.004175
48,0.029712,0.000411,0.002715
49,0.025981,0.000111,0.003782
50,0.050158,0.002051,0.00324
51,0.055855,0.002508,0.002832
52,0.013768,-0.000868,0.003843
53,0.047091,0.001805,0.003376
54,0.153645,0.010351,0.005439
55,0.048657,0.00193,0.003119
56,-0.067323,-0.007372,0.006475
57,0.068418,0.003515,0.004747
58,0.061023,0.002922,0.004747
59,-0.034513,-0.004741,0.005289
60,0.034627,0.000805,0.002775
61,0.017697,-0.000553,0.002928
62,-0.012544,-0.002979,0.004101
63,0.164785,0.011245,0.007619
64,0.037793,0.001059,0.004188
65,0.046158,0.00173,0.004298
66,0.067072,0.003407,0.008524
67,0.111903,0.007003,0.006572
68,0.145011,0.009659,0.005688
69,0.055026,0.002441,0.003415
70,-0.006238,-0.002473,0.003604
71,0.060679,0.002894,0.004548
72,0.016672,-0.000635,0.003932
73,0.206248,0.01457,0.010019
74,-0.023691,-0.003873,0.006241
75,0.036097,0.000923,0.002737
76,-0.002083,-0.002139,0.003176
77,0.030848,0.000502,0.003473
78,0.035671,0.000889,0.006224
79,-0.012395,-0.002967,0.004817
80,0.065402,0.003273,0.003755
81,-0.000109,-0.001981,0.003729
82,-0.01476,-0.003156,0.003793
83,0.078607,0.004332,0.003477
84,0.049492,0.001997,0.004756
85,-0.003901,-0.002285,0.004134
86,0.037052,0.000999,0.005605
87,0.057177,0.002614,0.005644
88,0.053821,0.002344,0.003806
89,0.05107,0.002124,0.003752
90,-0.578453,-0.048369,0.024401
91,0.036899,0.000987,0.00485
92,-0.003145,-0.002225,0.0069
93,0.02285,-0.00014,0.005743
94,0.040655,0.001288,0.003938
95,0.018363,-0.0005,0.004758
96,0.199855,0.014057,0.007033
97,0.0351,0.000843,0.003592
98,0.012008,-0.001009,0.002599
99,0.170945,0.011739,0.005288
100,0.547994,0.041981,0.014762
101,0.052115,0.002208,0.004657
102,-0.033439,-0.004654,0.00516
103,0.050003,0.002038,0.003594
104,0.176463,0.012181,0.007994
105,-0.04739,-0.005774,0.009383
106,0.041922,0.00139,0.003488
107,0.016693,-0.000634,0.00342
108,0.152075,0.010225,0.006117
109,-0.341255,-0.029344,0.012055
110,0.050835,0.002105,0.002976
111,0.027192,0.000209,0.00278
112,0.06169,0.002976,0.004547
113,-0.03843,-0.005055,0.005536
114,0.171871,0.011813,0.005042
115,0.003644,-0.00168,0.003789
116,-0.050496,-0.006023,0.005851
