neuron_idx,z_score,raw_mean,raw_std
0,0.378694,0.025378,0.011152
1,0.458657,0.03086,0.009206
2,-0.180047,-0.012927,0.0109
3,-0.035137,-0.002992,0.004716
4,0.045052,0.002505,0.00719
5,-0.007572,-0.001102,0.005694
6,0.226617,0.014952,0.013889
7,0.076041,0.00463,0.007727
8,0.079393,0.004859,0.010915
9,0.181837,0.011883,0.008731
10,0.002914,-0.000384,0.004514
11,-0.449632,-0.031408,0.009526
12,-0.174913,-0.012575,0.007516
13,-0.041906,-0.003456,0.003587
14,0.116398,0.007396,0.007349
15,0.025875,0.00119,0.005197
16,-0.127311,-0.009311,0.007483
17,0.163678,0.010638,0.012007
18,0.019613,0.000761,0.006763
19,0.00161,-0.000473,0.010525
20,-0.171825,-0.012363,0.007881
21,-0.545524,-0.037982,0.009906
22,0.269693,0.017906,0.017544
23,-0.102825,-0.007633,0.006468
24,-0.431629,-0.030174,0.011806
25,-0.049173,-0.003955,0.006905
26,-0.091352,-0.006846,0.005372
27,0.202265,0.013283,0.011801
28,0.038578,0.002061,0.005215
29,0.006971,-0.000106,0.004705
30,-0.032228,-0.002793,0.005292
31,-0.762231,-0.052839,0.022076
32,-0.475005,-0.033148,0.010164
33,0.020086,0.000794,0.010127
34,-0.016413,-0.001709,0.005126
35,0.084041,0.005178,0.006115
36,0.080385,0.004927,0.02842
37,-0.10066,-0.007484,0.006548
38,-0.063195,-0.004916,0.0071
39,-0.144399,-0.010483,0.012136
40,0.660919,0.044726,0.020592
41,0.144421,0.009317,0.007989
42,-0.13929,-0.010133,0.007541
43,0.534896,0.036087,0.00952
44,-0.029964,-0.002638,0.003775
45,0.017034,0.000584,0.011651
46,-0.071668,-0.005497,0.006452
47,0.111618,0.007069,0.013427
48,-0.482268,-0.033646,0.025571
49,-0.255738,-0.018116,0.018372
50,0.12733,0.008146,0.006751
51,0.265071,0.017589,0.010959
52,0.003547,-0.00034,0.006239
53,0.103652,0.006523,0.006337
54,-0.030817,-0.002696,0.007658
55,0.065121,0.003881,0.004876
56,0.024801,0.001117,0.004936
57,0.64207,0.043434,0.010286
58,-0.020483,-0.001988,0.005429
59,1.910385,0.130384,0.021706
60,0.192302,0.0126,0.006109
61,-0.16922,-0.012184,0.007233
62,1.0823,0.073614,0.018752
63,0.313824,0.020931,0.009579
64,-0.144962,-0.010521,0.005573
65,0.041501,0.002262,0.004505
66,0.227156,0.014989,0.007752
67,-0.014522,-0.001579,0.005147
68,-0.064606,-0.005012,0.008037
69,0.074589,0.00453,0.006427
70,0.050233,0.00286,0.00535
71,-0.073818,-0.005644,0.007509
72,-0.053535,-0.004254,0.004156
73,0.091763,0.005707,0.006641
74,-0.389221,-0.027267,0.011203
75,0.34754,0.023242,0.008332
76,-0.09058,-0.006793,0.007543
77,0.026684,0.001246,0.01184
78,0.03628,0.001904,0.010993
79,0.011675,0.000217,0.006619
80,-0.067998,-0.005245,0.006107
81,0.213147,0.014029,0.027405
82,-0.021064,-0.002027,0.005899
83,-1.517491,-0.104616,0.043289
84,0.095803,0.005984,0.004127
85,-0.209724,-0.014961,0.00989
86,0.005913,-0.000178,0.005917
87,0.110724,0.007007,0.010191
88,0.00427,-0.000291,0.006667
89,0.134438,0.008633,0.005334
90,0.045703,0.00255,0.004365
91,-0.074448,-0.005687,0.005917
92,0.090274,0.005605,0.006008
93,0.183409,0.01199,0.009375
94,0.018244,0.000667,0.004507
95,-0.247697,-0.017564,0.005763
96,0.20445,0.013433,0.011243
97,0.225978,0.014909,0.007647
98,-0.015134,-0.001621,0.005379
99,-0.009499,-0.001235,0.006156
100,0.135189,0.008685,0.007988
101,0.106638,0.006727,0.015492
102,-0.063693,-0.00495,0.004317
103,0.149844,0.009689,0.012133
104,1.685124,0.114941,0.014137
105,0.001719,-0.000466,0.006318
106,-0.047886,-0.003866,0.006961
107,0.012641,0.000283,0.004715
108,-0.059484,-0.004661,0.009414
109,0.011009,0.000171,0.008454
110,-0.041944,-0.003459,0.012102
111,-0.01782,-0.001805,0.004493
112,0.209908,0.013807,0.007281
113,-0.015102,-0.001619,0.006646
114,-0.034236,-0.00293,0.005584
115,-0.018192,-0.001831,0.007194
116,-0.069557,-0.005352,0.006156
117,-0.083988,-0.006341,0.008904
118,0.409387,0.027482,0.008536
119,-0.040885,-0.003386,0.006664
120,-0.308725,-0.021748,0.010128
121,-0.084755,-0.006394,0.006438
122,0.072248,0.00437,0.02482
123,-0.00348,-0.000822,0.003706
124,-0.310906,-0.021898,0.008921
125,-0.014566,-0.001582,0.010882
126,-0.069872,-0.005374,0.006417
127,0.059989,0.003529,0.009727
128,0.049218,0.002791,0.004134
129,-2.473058,-0.170125,0.148392
130,-0.160599,-0.011593,0.006437
131,0.924306,0.062783,0.016547
132,0.015448,0.000476,0.005174
133,-0.112576,-0.008301,0.006548
134,0.043966,0.002431,0.006294
135,0.301088,0.020058,0.008833
136,0.02689,0.00126,0.006181
137,0.099939,0.006268,0.007813
138,-0.339387,-0.02385,0.00993
139,-0.240429,-0.017066,0.008747
140,0.08583,0.005301,0.006126
141,0.073267,0.004439,0.006849
142,-0.021469,-0.002055,0.005332
143,0.033501,0.001713,0.008307
144,0.291152,0.019377,0.008537
145,0.007277,-8.4e-05,0.003851
146,0.067633,0.004053,0.023476
147,0.024993,0.00113,0.004837
148,-0.360513,-0.025299,0.008828
149,0.187493,0.01227,0.006685
150,0.074902,0.004552,0.006634
151,-0.005009,-0.000927,0.006128
152,0.006201,-0.000158,0.00796
153,-0.119306,-0.008763,0.005882
154,-0.303747,-0.021407,0.008545
155,-0.082976,-0.006272,0.008022
156,-0.842017,-0.058308,0.012641
157,0.115195,0.007314,0.007621
158,-0.004736,-0.000908,0.007071
159,0.159454,0.010348,0.006181
160,-0.063774,-0.004955,0.006744
161,-0.038707,-0.003237,0.010104
162,-0.06471,-0.00502,0.006143
163,0.048704,0.002756,0.004829
164,0.145579,0.009397,0.006211
165,-0.081907,-0.006199,0.008148
166,-0.070849,-0.005441,0.007
167,-0.059807,-0.004683,0.006307
168,-0.178592,-0.012827,0.006076
169,0.166445,0.010827,0.007804
170,0.114315,0.007253,0.007204
171,0.115548,0.007338,0.007029
172,0.081954,0.005035,0.00565
173,0.10446,0.006578,0.006719
174,-0.13659,-0.009947,0.009024
175,1.073102,0.072984,0.012026
176,-0.052872,-0.004208,0.011914
177,-0.671017,-0.046585,0.011764
178,-0.14778,-0.010715,0.009911
179,-0.812421,-0.056279,0.010448
180,0.01983,0.000776,0.004256
181,0.307708,0.020512,0.009018
182,-3.081081,-0.211809,0.029414
