neuron_idx,z_score,raw_mean,raw_std
0,0.007228,0.00028,0.008454
1,0.129461,0.020183,0.009156
2,-0.082861,-0.014389,0.012416
3,-0.056427,-0.010085,0.009276
4,-0.080638,-0.014027,0.009156
5,0.02008,0.002373,0.012194
6,-0.004238,-0.001587,0.006226
7,0.195639,0.030959,0.013141
8,0.051977,0.007566,0.011283
9,-0.010118,-0.002545,0.008943
10,0.138579,0.021668,0.009309
11,-0.085554,-0.014828,0.010156
12,-0.45196,-0.07449,0.014236
13,-0.029655,-0.005726,0.009052
14,-0.176448,-0.029628,0.013299
15,-0.069214,-0.012167,0.009061
16,0.464954,0.074812,0.01539
17,0.004717,-0.000129,0.009
18,0.398895,0.064055,0.015331
19,-0.099459,-0.017092,0.010719
20,-0.140095,-0.023709,0.012793
21,0.004496,-0.000165,0.009104
22,-0.041757,-0.007696,0.005892
23,-0.083178,-0.014441,0.0116
24,0.049017,0.007085,0.011824
25,-0.037461,-0.006997,0.01213
26,-0.210233,-0.035129,0.012035
27,0.019045,0.002204,0.011011
28,-0.064612,-0.011418,0.012147
29,-0.083712,-0.014528,0.011711
30,-0.068737,-0.01209,0.013304
31,0.002559,-0.00048,0.012262
32,-0.093504,-0.016122,0.0106
33,-0.032995,-0.00627,0.012444
34,0.085943,0.013097,0.011239
35,0.097441,0.014969,0.011186
36,-0.100912,-0.017329,0.014243
37,-0.156761,-0.026423,0.010052
38,0.006588,0.000176,0.008812
39,0.032289,0.004361,0.010483
40,0.030699,0.004102,0.010234
41,0.112767,0.017465,0.014263
42,0.249722,0.039765,0.013234
43,-0.090954,-0.015707,0.011444
44,0.060742,0.008994,0.009042
45,-0.091293,-0.015762,0.011876
46,-0.051495,-0.009282,0.010435
47,0.009526,0.000654,0.007294
48,-0.032931,-0.006259,0.007666
49,-0.16759,-0.028186,0.013224
50,0.212555,0.033714,0.011627
51,0.103512,0.015958,0.008642
52,-0.020476,-0.004231,0.016022
53,-0.048,-0.008713,0.009517
54,-0.344536,-0.056998,0.017758
55,0.055043,0.008066,0.009387
56,-0.187021,-0.03135,0.011509
57,-0.041222,-0.007609,0.009501
58,-0.273023,-0.045354,0.010303
59,-0.010526,-0.002611,0.008341
60,-0.194694,-0.032599,0.015621
61,-0.012675,-0.002961,0.007548
62,0.01669,0.001821,0.006202
63,-0.215938,-0.036058,0.011229
64,-0.05542,-0.009921,0.011557
65,-0.211334,-0.035309,0.011435
66,-0.083032,-0.014417,0.012153
67,-0.022394,-0.004543,0.009014
68,0.081867,0.012433,0.008791
69,-0.172123,-0.028924,0.016107
70,-0.025597,-0.005065,0.010788
71,0.618639,0.099837,0.035335
72,-0.186805,-0.031315,0.012958
73,-0.002945,-0.001377,0.007795
74,0.660836,0.106708,0.01892
75,0.090103,0.013775,0.013366
76,-0.022073,-0.004491,0.009341
77,0.132272,0.020641,0.008701
78,-0.006013,-0.001876,0.017749
79,-0.334552,-0.055372,0.011046
80,0.139875,0.021879,0.026144
81,-0.014523,-0.003262,0.013696
82,-0.099482,-0.017096,0.010533
83,0.06559,0.009783,0.008585
84,0.047704,0.006871,0.010222
85,0.123684,0.019243,0.010473
86,-0.015185,-0.00337,0.010122
87,0.149401,0.02343,0.011197
88,-0.076778,-0.013399,0.013573
89,-0.001602,-0.001158,0.008404
90,-0.026176,-0.005159,0.010714
91,0.080663,0.012237,0.009765
92,-0.194816,-0.032619,0.009629
93,0.142596,0.022322,0.010135
94,0.66176,0.106858,0.021984
95,-0.167617,-0.02819,0.028881
96,-0.058773,-0.010467,0.009323
97,0.048057,0.006928,0.010664
98,-0.048899,-0.008859,0.00655
99,0.037819,0.005261,0.007914
