neuron_idx,z_score,raw_mean,raw_std
0,0.199027,0.004073,0.007559
1,-0.060847,-0.00131,0.002812
2,-0.092057,-0.001957,0.004702
3,-0.355061,-0.007406,0.003707
4,-0.02637,-0.000596,0.006786
5,0.116695,0.002368,0.002983
6,-0.886944,-0.018425,0.013157
7,0.213028,0.004364,0.00396
8,0.191695,0.003922,0.006068
9,-0.009014,-0.000237,0.00849
10,-1.669912,-0.034646,0.011705
11,0.261736,0.005373,0.005921
12,-0.123555,-0.002609,0.00319
13,0.335955,0.00691,0.006588
14,0.071873,0.001439,0.004282
15,0.095825,0.001935,0.004372
16,0.114679,0.002326,0.00232
17,0.44087,0.009084,0.002959
18,1.357491,0.028074,0.007422
19,0.200068,0.004095,0.003094
20,-0.355839,-0.007422,0.002837
21,-0.353297,-0.007369,0.004931
22,-0.944283,-0.019613,0.006301
23,-0.042106,-0.000922,0.00286
24,-0.264022,-0.00552,0.003251
25,0.449121,0.009255,0.003907
26,0.004054,3.4e-05,0.00286
27,0.208784,0.004276,0.003683
28,-0.123559,-0.00261,0.00369
29,-0.061106,-0.001316,0.002804
30,0.096899,0.001958,0.003663
31,-0.255383,-0.005341,0.005155
32,0.113301,0.002298,0.004812
33,-0.579857,-0.012063,0.006095
34,-0.042587,-0.000932,0.003488
35,-0.05453,-0.001179,0.002502
36,-0.013198,-0.000323,0.003285
37,0.096018,0.001939,0.003274
38,-0.358753,-0.007482,0.00749
39,0.457269,0.009424,0.004192
40,-0.250645,-0.005242,0.003233
41,-0.001375,-7.8e-05,0.004246
42,0.235336,0.004826,0.002934
43,-1.732472,-0.035942,0.029501
44,-0.024618,-0.00056,0.002538
45,-0.176988,-0.003716,0.00587
46,-0.108638,-0.0023,0.003173
47,-0.331444,-0.006916,0.003194
48,0.037015,0.000717,0.003406
49,-0.032924,-0.000732,0.002381
50,-0.475481,-0.0099,0.007257
51,0.144202,0.002938,0.002585
52,0.111751,0.002265,0.002492
53,0.368508,0.007585,0.004388
54,0.130064,0.002645,0.003895
55,-0.171137,-0.003595,0.004501
56,0.162926,0.003326,0.003607
