neuron_idx,z_score,raw_mean,raw_std
0,-0.635744,-0.015338,0.006225
1,-0.056202,-0.001073,0.005044
2,1.352576,0.033605,0.033809
3,-0.053795,-0.001013,0.003394
4,0.098165,0.002727,0.010892
5,-0.081421,-0.001693,0.003326
6,0.023174,0.000881,0.004551
7,6.363137,0.156943,0.038446
8,0.062989,0.001861,0.005577
9,0.449072,0.011365,0.00613
10,0.123052,0.00334,0.009205
11,-0.150147,-0.003385,0.006339
12,-0.05046,-0.000931,0.004136
13,0.092919,0.002598,0.009228
14,0.569745,0.014335,0.005322
15,0.058482,0.00175,0.006252
16,0.016646,0.000721,0.003248
17,0.131357,0.003544,0.007668
18,0.173043,0.00457,0.004899
19,-0.837529,-0.020305,0.008859
20,1.003702,0.025018,0.013372
21,5.675483,0.140016,0.016193
22,-0.229924,-0.005349,0.007494
23,-0.402164,-0.009589,0.006282
24,2.688454,0.066489,0.020896
25,-0.014756,-5.2e-05,0.011922
26,0.364738,0.009289,0.005001
27,-0.240204,-0.005602,0.003655
28,-0.793236,-0.019215,0.006329
29,0.081233,0.00231,0.005778
30,-0.191956,-0.004414,0.008612
31,-0.280743,-0.0066,0.009163
32,-0.19517,-0.004493,0.006462
33,-0.365538,-0.008687,0.010198
34,0.328914,0.008407,0.004739
35,0.02179,0.000847,0.00717
36,-0.531234,-0.012766,0.0078
37,0.322487,0.008249,0.004348
38,0.007388,0.000493,0.003856
39,-1.552693,-0.03791,0.017476
40,-0.013948,-3.3e-05,0.006131
41,-0.023464,-0.000267,0.003485
42,-0.146242,-0.003289,0.006225
43,0.582457,0.014648,0.006447
44,0.80781,0.020196,0.012439
45,0.072591,0.002098,0.004602
46,0.625322,0.015703,0.006051
47,-0.326347,-0.007722,0.007332
48,-1.256539,-0.03062,0.010651
49,-0.000783,0.000292,0.003231
50,-4.975,-0.122152,0.036839
51,0.233715,0.006064,0.006524
52,0.859282,0.021463,0.010497
53,-0.175739,-0.004015,0.004726
54,0.086049,0.002429,0.008072
55,0.034199,0.001153,0.004751
56,0.508199,0.01282,0.005752
57,0.032574,0.001113,0.002931
58,0.501285,0.01265,0.005643
59,-0.324518,-0.007677,0.007753
60,-0.174001,-0.003972,0.003884
61,-0.354867,-0.008424,0.007016
62,2.753989,0.068102,0.020627
63,1.007143,0.025102,0.00668
