neuron_idx,z_score,raw_mean,raw_std
0,0.148665,0.020643,0.044784
1,-0.164922,-0.025622,0.020368
2,0.262258,0.037402,0.034645
3,-0.574707,-0.08608,0.166401
4,0.235698,0.033484,0.225337
5,0.053136,0.006549,0.047868
6,0.464851,0.067292,0.056466
7,0.146738,0.020359,0.039711
8,-0.201078,-0.030956,0.07926
9,3.36667,0.495416,0.446878
10,0.143824,0.019929,0.077059
11,-0.003586,-0.001819,0.030256
12,0.218974,0.031016,0.027394
13,0.027378,0.002749,0.147955
14,-0.228935,-0.035066,0.266463
15,0.41958,0.060613,0.059161
16,-1.639593,-0.24319,0.381705
17,-0.155357,-0.024211,0.0196
18,0.508645,0.073753,0.127017
19,0.267278,0.038143,0.023469
20,0.303196,0.043442,0.021778
21,0.005523,-0.000475,0.099125
22,0.547559,0.079495,0.185966
23,0.116088,0.015837,0.023493
24,-0.460625,-0.069249,0.133867
25,-0.102249,-0.016376,0.035201
26,-0.19731,-0.030401,0.022928
27,-0.026341,-0.005176,0.025037
28,1.278157,0.187284,0.246534
29,0.197084,0.027787,0.030567
30,0.068571,0.008827,0.034904
31,-0.069198,-0.011499,0.041865
32,0.057602,0.007208,0.027794
33,-0.042682,-0.007587,0.023059
34,0.132646,0.01828,0.041757
35,-0.032203,-0.006041,0.024101
36,-41.440601,-6.115282,2.42007
37,0.021323,0.001856,0.050927
38,-0.032075,-0.006022,0.018462
39,0.123064,0.016866,0.037018
40,-0.283129,-0.043062,0.028762
41,0.085483,0.011322,0.037826
42,0.420267,0.060714,0.053252
43,0.066427,0.00851,0.013109
44,-0.694947,-0.10382,0.309344
45,0.000889,-0.001159,0.039427
46,-0.35364,-0.053465,0.035429
47,0.130429,0.017953,0.112969
48,0.028121,0.002859,0.061743
49,-1.747395,-0.259094,0.325728
50,-0.147536,-0.023057,0.024803
51,0.01961,0.001603,0.019522
52,0.132667,0.018283,0.026761
53,0.14888,0.020675,0.025974
54,-0.01418,-0.003382,0.018689
55,-0.165319,-0.025681,0.027151
56,-0.020348,-0.004292,0.225309
57,-0.367981,-0.055581,0.054245
58,0.24848,0.03537,0.021939
59,-0.042545,-0.007567,0.015405
60,-0.237521,-0.036333,0.051183
61,0.083957,0.011096,0.065692
62,-0.100882,-0.016174,0.027197
63,-0.085304,-0.013876,0.128708
64,0.54455,0.079051,0.09383
65,-0.04509,-0.007943,0.10858
66,0.081519,0.010737,0.028497
67,-0.055226,-0.009438,0.06138
68,-0.147694,-0.02308,0.029972
69,-0.052553,-0.009044,0.026236
70,0.159639,0.022262,0.053141
71,0.082097,0.010822,0.018683
72,-0.362701,-0.054802,0.138477
73,0.089956,0.011982,0.157624
74,-0.097574,-0.015686,0.037146
75,0.641655,0.093377,0.051096
76,0.595459,0.086562,0.139086
77,0.531917,0.077187,0.309474
78,0.08563,0.011343,0.024382
79,0.257004,0.036627,0.025983
80,-0.150396,-0.023479,0.028533
81,0.078657,0.010315,0.138528
82,0.013033,0.000633,0.017925
83,0.100943,0.013603,0.01381
84,-0.321384,-0.048706,0.033709
85,-0.060225,-0.010176,0.031228
86,0.025052,0.002406,0.036872
87,-0.610707,-0.091392,0.131629
88,-0.333719,-0.050526,0.027391
89,-0.379581,-0.057292,0.043322
90,-0.110211,-0.01755,0.029241
91,-0.134651,-0.021156,0.073398
92,-0.098274,-0.015789,0.04509
93,-0.397286,-0.059904,0.039086
94,0.144242,0.019991,0.042089
95,-0.064353,-0.010785,0.055468
96,-0.632363,-0.094587,0.115653
97,0.779416,0.113702,0.131562
98,0.104137,0.014074,0.029559
99,-0.141276,-0.022134,0.124899
100,-0.109181,-0.017398,0.040386
101,0.176554,0.024758,0.049846
102,0.123478,0.016927,0.083563
103,0.122019,0.016712,0.02297
104,-0.265725,-0.040494,0.023168
105,0.057867,0.007247,0.048501
106,0.211214,0.029871,0.024219
107,0.087041,0.011552,0.034979
108,-0.491473,-0.0738,0.037275
109,-0.477263,-0.071704,0.137308
110,-0.188907,-0.029161,0.024443
111,0.244689,0.03481,0.022634
112,0.065163,0.008324,0.0184
113,-1.187911,-0.17655,0.263256
114,0.464337,0.067216,0.173891
115,-0.294962,-0.044808,0.305232
116,-0.173367,-0.026868,0.071637
117,-0.013647,-0.003304,0.023613
